review,weak_label,probably_negative,probably_positive,probably_neutral
"Wow, just wow. The chemistry between the cast was refreshing. Two thumbs way up.",Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
I want my two hours back. It’s a hard pass from me.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"The visuals were stellar, but the story was dull. It’s a weird mix of brilliance and stupidity.",Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
"It’s a weird mix of brilliance and stupidity. While the final act shines, the rest is uninspired. I think I need to watch it again to decide.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
This might be the worst thing I've seen all year. I walked out halfway through.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
This might be the worst thing I've seen all year. It relies too heavily on cheap tropes and tedious writing. Save your money and watch something else.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
Nothing about the cinematography worked. The trailer was better than the movie.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
An absolute joy to watch from start to finish. It deserves all the awards it's getting.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"The acting is fine, but the cinematography is a bit generic. It’s not a masterpiece, but it’s not a disaster either.",Neutral,3.404913505556998e-06,0.41197279548461746,0.588023799601877
I walked in with low expectations and they were met. Good for a one-time watch.,Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
The trailer was better than the movie. I wouldn't recommend this to my worst enemy.,Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
A cinematic masterpiece. The editing was absolutely intense. A must-watch for fans of the genre.,Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
I have never been so bored in my life. Zero stars if I could give it.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It was... fine. It doesn't leave a lasting impression. Good for a one-time watch.,Neutral,0.0006253145529842939,0.3933275185748236,0.6060471668721921
The lead actor delivered a gripping performance. I was hooked from the very first minute.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
I walked in with low expectations and they were met. It is what it is.,Neutral,0.0030243012745406438,0.34791823648675985,0.6490574622386996
"It has some good moments, especially the pacing. It’s not a masterpiece, but it’s not a disaster either.",Positive,0.0008898545517764636,0.5569224921545424,0.44218765329368115
It felt like a rough draft that was never edited. What a complete waste of potential.,Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
The opening scene was frankly unbearable. Total garbage.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"The score was serviceable, but nothing special. Middle of the road entertainment.",Neutral,9.696017853867085e-06,0.12896674912457498,0.8710235548575712
"I tried to like it, I really did, but it failed. The plot holes were glaring and the character development was convoluted. Save your money and watch something else.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"I oscillated between loving and hating this film. While the screenplay shines, the rest is dull. It left me puzzled.",Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
"It managed to be breathtaking without trying too hard. Finally, a movie that respects the audience.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Simply put, this is cinema at its finest. I can't wait to see it again.",Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
The trailer was better than the movie. Do not bother.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
An absolute joy to watch from start to finish. The lead actor delivered a iconic performance. It deserves all the awards it's getting.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
An absolute train wreck of a movie. The story arc distracted me from everything else. I wouldn't recommend this to my worst enemy.,Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
"Ideally, this should have been great, but something was off. A polarizing experience for sure.",Positive,0.0006655134811182503,0.9977935443211748,0.0015409421977070677
"This is a very difficult movie to categorize. The acting was phenomenal, yet the direction felt convoluted. A polarizing experience for sure.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"The visuals were delightful, but the story was cringe-worthy. I am confused about how I feel.",Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
I was hooked from the very first minute. It perfectly balances humor and drama. It deserves all the awards it's getting.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
An absolute train wreck of a movie. A complete misfire.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
The trailer was better than the movie. The costume design was frankly lazy. It’s a hard pass from me.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It relies too heavily on cheap tropes and clichéd writing. An absolute train wreck of a movie.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
I walked in with low expectations and they were met. It follows the standard formula without taking risks. You won't remember it a week from now.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Wow, just wow. The chemistry between the cast was refreshing. A must-watch for fans of the genre.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
I want my two hours back. Zero stars if I could give it.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"The soundtrack was decent, but nothing special. It was... fine.",Neutral,0.001868461348403918,0.21603112319561193,0.7821004154559842
An absolute joy to watch from start to finish. I can't wait to see it again.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
An absolute train wreck of a movie. Utterly disappointing.,Neutral,0.41141401607681494,0.09171416964854318,0.49687181427464183
Total garbage. I walked out halfway through.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"The chemistry between the cast was gripping. Simply put, this is cinema at its finest.",Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
I struggled to sit through the first half. It felt like a rough draft that was never edited. Avoid this at all costs.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"It’s not a masterpiece, but it’s not a disaster either. Good for a one-time watch.",Positive,0.0008898545517764636,0.5569224921545424,0.44218765329368115
"I tried to like it, I really did, but it failed. The final act distracted me from everything else. Zero stars if I could give it.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
I was hooked from the very first minute. It deserves all the awards it's getting.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It relies too heavily on cheap tropes and dull writing. An absolute train wreck of a movie.,Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
"Neither good nor bad, just exists. If you're bored, give it a shot.",Neutral,0.19963475416102108,0.24211243486979356,0.5582528109691853
The visual effects were masterful and added so much depth. I didn't expect to enjoy this as much as I did.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
This might be the worst thing I've seen all year. The plot holes were glaring and the score was dull. Do not bother.,Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
The score distracted me from everything else. This might be the worst thing I've seen all year.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
I struggled to sit through the first half. Zero stars if I could give it.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Middle of the road entertainment. Visually it's fine, but the lighting is just generic. Good for a one-time watch.",Neutral,3.404913505556998e-06,0.41197279548461746,0.588023799601877
I'm honestly still trying to process what I just saw. I think I need to watch it again to decide.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
Total garbage. Do not bother.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
I was hooked from the very first minute. Do yourself a favor and go see this.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
A cinematic masterpiece. Do yourself a favor and go see this.,Positive,0.14199769147135863,0.462008916425722,0.3959933921029194
"Finally, a movie that respects the audience. The chemistry between the cast was iconic. It deserves all the awards it's getting.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Ideally, this should have been great, but something was off. It left me puzzled.",Positive,0.0011105535308711988,0.9957924111916908,0.0030970352774380384
"Ideally, this should have been great, but something was off. While the cinematography shines, the rest is lazy. Your mileage may vary significantly.",Positive,0.0006655134811182503,0.9977935443211748,0.0015409421977070677
"I am confused about how I feel. While the direction shines, the rest is cringe-worthy. It’s definitely not for everyone.",Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
This movie is a triumph in every sense. Don't miss this one.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"The acting was intense, yet the screenplay felt unbearable. I'm honestly still trying to process what I just saw.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It relies too heavily on cheap tropes and disjointed writing. An absolute train wreck of a movie.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It managed to be breathtaking without trying too hard. I was completely blown away by this film.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"The visuals were stellar, but the story was cringe-worthy. I am confused about how I feel.",Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
"It felt like a rough draft that was never edited. I tried to like it, I really did, but it failed.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It follows the standard formula without taking risks. I have mixed feelings about this one.,Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
"It tries to be deep, but comes off as lifeless despite the solid music. I'm honestly still trying to process what I just saw.",Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
I want my two hours back. It relies too heavily on cheap tropes and horrible writing. Utterly disappointing.,Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
"Finally, a movie that respects the audience. It managed to be breathtaking without trying too hard. I can't wait to see it again.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Standard fare for this type of movie. The acting is fine, but the lighting is a bit decent. 6/10 at best.",Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
It serves its purpose as popcorn filler. It doesn't leave a lasting impression. 6/10 at best.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
I struggled to sit through the first half. Do not bother.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
I walked in with low expectations and they were met. You won't remember it a week from now.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"It was... fine. It has some good moments, especially the costume design. 6/10 at best.",Positive,0.0005383758087429272,0.5662338791499354,0.4332277450413217
A refreshing take on a tired genre. Highly recommended for everyone.,Positive,0.14199769147135863,0.462008916425722,0.3959933921029194
"I oscillated between loving and hating this film. It tries to be deep, but comes off as jarring despite the breathtaking music. It left me puzzled.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"It tries to be deep, but comes off as nonsensical despite the stunning music. A strange experience overall.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"While the pacing was good, the rest felt adequate. Middle of the road entertainment.",Neutral,3.5667938868217163e-06,0.2580987793186517,0.7418976538874615
"The acting is fine, but the story arc is a bit adequate. It was a decent way to kill an afternoon.",Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
"The character development was decent, but nothing special. It’s not a masterpiece, but it’s not a disaster either.",Neutral,3.404913505556998e-06,0.41197279548461746,0.588023799601877
"Standard fare for this type of movie. While the opening scene was good, the rest felt mediocre. Acceptable, but forgettable.",Neutral,0.18692952144753136,0.37906471269234443,0.43400576586012435
The trailer was better than the movie. The cinematography distracted me from everything else. A complete misfire.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"It tries to be deep, but comes off as amateurish despite the vibrant music. I oscillated between loving and hating this film.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"The acting was vibrant, yet the acting felt confusing. I'm honestly still trying to process what I just saw.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"It serves its purpose as popcorn filler. Visually it's fine, but the acting is just average. It is what it is.",Neutral,1.0327638704704273e-05,0.22968884298065323,0.770300829380642
This might be the worst thing I've seen all year. The story arc was frankly tedious. I wouldn't recommend this to my worst enemy.,Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
Total garbage. Save your money and watch something else.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"I have mixed feelings about this one. The acting is fine, but the opening scene is a bit generic. It’s okay if you have nothing else to do.",Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
I'm honestly still trying to process what I just saw. It left me puzzled.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"I oscillated between loving and hating this film. The acting was compelling, yet the final act felt disjointed. I respect the ambition, even if it didn't fully land.",Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
"I oscillated between loving and hating this film. The visuals were vibrant, but the story was amateurish. I respect the ambition, even if it didn't fully land.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
A refreshing take on a tired genre. A definitive 10/10.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"The acting was expertly crafted, yet the story arc felt lifeless. It’s a weird mix of brilliance and stupidity.",Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
"The visuals were delightful, but the story was cheap. I oscillated between loving and hating this film.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"While the character development was good, the rest felt generic. Standard fare for this type of movie.",Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
Nothing about the direction worked. What a complete waste of potential.,Neutral,0.41141401607681494,0.09171416964854318,0.49687181427464183
"It has some good moments, especially the cinematography. I have mixed feelings about this one.",Positive,0.0005383758087429272,0.5662338791499354,0.4332277450413217
"The chemistry between the cast was stellar. Simply put, this is cinema at its finest.",Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
"Great concept, but the execution was wooden. A strange experience overall.",Positive,0.0011105535308711988,0.9957924111916908,0.0030970352774380384
I walked in with low expectations and they were met. It’s okay if you have nothing else to do.,Neutral,0.001845489792082365,0.35677824931438523,0.6413762608935323
"I tried to like it, I really did, but it failed. Save your money and watch something else.",Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"While the editing shines, the rest is lifeless. This is a very difficult movie to categorize.",Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
I was completely blown away by this film. A definitive 10/10.,Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
"Finally, a movie that respects the audience. I particularly loved how the costume design was handled. Do yourself a favor and go see this.",Positive,0.11421095182561469,0.6213429023011843,0.2644461458732012
The screenplay distracted me from everything else. I struggled to sit through the first half.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
It doesn't leave a lasting impression. It was... fine.,Neutral,0.001868461348403918,0.21603112319561193,0.7821004154559842
This might be the worst thing I've seen all year. The plot holes were glaring and the score was lazy. Zero stars if I could give it.,Abstain,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Neither good nor bad, just exists. It is what it is.",Neutral,0.0013501484148384178,0.1883712404757482,0.8102786111094133
The lead actor delivered a heartwarming performance. A cinematic masterpiece.,Positive,0.14199769147135863,0.462008916425722,0.3959933921029194
"The pacing was absolutely touching. Wow, just wow.",Neutral,0.35682696375687406,0.2134042907080215,0.42976874553510436
A frustrating experience. The plot holes were glaring and the dialogue was tedious. Utterly disappointing.,Neutral,0.4209667509654303,0.1569132682758736,0.42211998075869617
